cat_core_1,cat_core_2,core_1,core_2,noise_1,noise_2,target
1.0,0.0,0.2974852266244339,0.5303062641303448,0.4009615482803712,0.40543941642682924,1.0
1.0,0.0,0.41884038855628164,0.7027343793273824,0.41693093438686235,0.9472097357353266,1.0
0.0,1.0,0.4691572347069051,0.6328625066166278,0.38735060832019486,0.06342302876196743,1.0
1.0,0.0,0.46526437174286767,0.6982748917338866,0.8815617099348834,0.5332992713221937,1.0
1.0,0.0,0.44310375870749547,0.6466263904302192,0.9945127098507607,0.08114489486797705,1.0
1.0,0.0,0.26030721800439055,0.6853072215462376,0.9021484645130461,0.6338633630022107,1.0
0.0,1.0,0.3308930991842166,0.6486904735650189,0.6296747546284152,0.6149539233981507,1.0
0.0,1.0,0.48659623711382227,0.7206407947462321,0.17998505567093087,0.9326221352900325,1.0
1.0,0.0,0.5088716936620605,0.6466514026458112,0.7089424501331627,0.8610736290176921,1.0
1.0,0.0,0.43253392079038544,0.6527508919036856,0.8030719468105991,0.44177000718419124,1.0
1.0,0.0,0.4441980089411567,0.7544337270859572,0.2651337688912696,0.21723832854247288,1.0
1.0,0.0,0.4599317913712216,0.7552253893006352,0.9530460965302098,0.3326066229475485,1.0
1.0,0.0,0.5445229624840783,0.6849104555067163,0.09301358920024028,0.5981529662091575,1.0
1.0,0.0,0.452093970224265,0.721662301491935,0.9288403563231965,0.9761227298589792,1.0
0.0,1.0,0.439055366044032,0.640476199519799,0.33283003145925927,0.32439993371927284,1.0
1.0,0.0,0.45335693664300586,0.7307531910469586,0.6511369344754042,0.5729075831196883,1.0
1.0,0.0,0.294626040878714,0.725211567979317,0.036782086714393425,0.5027912950718103,1.0
1.0,0.0,0.3675619195549421,0.5492764879469929,0.32995358850574685,0.007538681663990576,1.0
1.0,0.0,0.3373777670415441,0.7656689593783763,0.6857861476674665,0.8820369121582036,1.0
1.0,0.0,0.23431545721725316,0.8293486439388573,0.915917524168021,0.9118226717748987,1.0
0.0,1.0,0.3105592307892209,0.6750764964076195,0.4837797940954793,0.11017691381974709,1.0
1.0,0.0,0.451365852889595,0.5399082619854106,0.6893319575974307,0.3385515558188973,1.0
0.0,1.0,0.46619358140196665,0.7218606790709056,0.9487640813140643,0.04445976985512795,1.0
1.0,0.0,0.29584444631417944,0.6991491135611013,0.855723650677548,0.5513946347639674,1.0
0.0,1.0,0.3584117580642503,0.6432925894933368,0.8932859732521616,0.20944204606631833,1.0
1.0,0.0,0.34698381620619845,0.740074673760156,0.97885133583826,0.9434487845453354,1.0
1.0,0.0,0.3131948968326085,0.6033600664599169,0.12154865397908438,0.6911782365512926,1.0
1.0,0.0,0.4130402148060942,0.8154989577784255,0.2319086007188096,0.5424176764130115,1.0
1.0,0.0,0.34717781756656496,0.6417596930285233,0.4040995367122346,0.5150616907026756,1.0
1.0,0.0,0.49001579207560986,0.7732494367759248,0.4668168406657439,0.3721402193936978,1.0
1.0,0.0,0.4311661175215061,0.7076266313860904,0.30917419583072936,0.9615774038247429,1.0
1.0,0.0,0.5010223586000826,0.657781688916439,0.21462176702912344,0.6439442837929217,1.0
0.0,1.0,0.27848231649356303,0.6970899158143332,0.33384663991387736,0.7731744728815914,1.0
1.0,0.0,0.40526310660001513,0.7357657881838697,0.1461746345208802,0.8476265130342497,1.0
0.0,1.0,0.27190050084208417,0.6143854312221463,0.08061087811308643,0.26909972614857647,1.0
0.0,1.0,0.37279864110113314,0.7473889918701546,0.7649001698066396,0.803488873365739,1.0
0.0,1.0,0.36713603826860863,0.6309939412311187,0.15081009777569643,0.2343057110388354,1.0
1.0,0.0,0.4178851868390213,0.7462030885077235,0.7455363837546397,0.1722696558520344,1.0
1.0,0.0,0.40657864862628773,0.6431564732666027,0.3666089647546411,0.704061890992511,1.0
1.0,0.0,0.31488042882731976,0.6918439946131036,0.9510333534683846,0.9415515882240468,1.0
1.0,0.0,0.30974606892442713,0.7175620367027213,0.715717958509683,0.12054677984242473,1.0
0.0,1.0,0.0,0.6700150627087513,0.14128869276494305,0.9485486148288556,1.0
1.0,0.0,0.5861519144364543,0.685224470962149,0.39115075609715305,0.9641729222161632,1.0
1.0,0.0,0.48048076757000835,0.6061184666349823,0.029389538685703542,0.787945241991941,1.0
1.0,0.0,0.33106334333284654,0.5832930930085017,0.06551694162753624,0.8558722149872845,1.0
1.0,0.0,0.44011794400371484,0.7012092474641262,0.5440695951663658,0.1425732520188977,1.0
1.0,0.0,0.5471871429381695,0.7412483704971341,0.9631104313737111,0.4295848002297881,1.0
1.0,0.0,0.239029851168177,0.824703786859305,0.3382603770378916,0.77989727915794,1.0
0.0,1.0,0.42456428258309525,0.7481827134521707,0.12632910722229895,0.010835942872089332,1.0
0.0,1.0,0.22610816289609265,0.6734193727519266,0.49320719933390256,0.4590961121221057,1.0
1.0,0.0,0.3934626657030299,0.7167906675854315,0.5186992682658357,0.1190493006426459,1.0
1.0,0.0,0.5646879933690269,0.5950932845759943,0.2913227229552112,0.9496842488069518,1.0
0.0,1.0,0.4954733580082736,0.7647385593084091,0.8851525729450513,0.8756005491553236,1.0
1.0,0.0,0.20601776506807762,0.6522574515353932,0.7064573785189122,0.3120707678319554,1.0
1.0,0.0,0.32701668660764427,0.7553343250382466,0.37383580232004543,0.2672906305064172,1.0
0.0,1.0,0.24219034953884822,0.7045681688158696,0.12885212217684433,0.8310753167765019,1.0
1.0,0.0,0.40774825090596434,0.6075565784209531,0.5858407899561766,0.5739263015350978,1.0
1.0,0.0,0.3802716976535115,0.7068586575047239,0.7830657686888766,0.6014539046339282,1.0
1.0,0.0,0.24611804206290278,0.7007600372057803,0.2592658447502343,0.0775929272886477,1.0
1.0,0.0,0.5023849641984215,0.7453245151510102,0.2528664750363707,0.5436731192883569,1.0
0.0,1.0,0.33972645085305964,0.6779554575244886,0.8954927725206567,0.6524542094380004,1.0
1.0,0.0,0.27526064163651887,0.8055663021293316,0.45181904370041726,0.14940395054777622,1.0
0.0,1.0,0.42141770521708444,0.8135237555331789,0.1762383176747459,0.47594260766888297,1.0
1.0,0.0,0.45010696631065905,0.703623906583551,0.6998778309622211,0.6553922288208541,1.0
0.0,1.0,0.3793111798527514,0.6765421005105158,0.39676411028152736,0.7317268573048091,1.0
1.0,0.0,0.19373052381624356,0.6953961630370072,0.13122659457741842,0.45198333487966025,1.0
1.0,0.0,0.30640854044136473,0.7040335081111799,0.6310353303477843,0.40310627989423586,1.0
1.0,0.0,0.36437405137464063,0.6718652405744919,0.2265280572834295,0.3117280645075776,1.0
1.0,0.0,0.42741462186022994,0.680016270565862,0.5297448521760486,0.6571792475282637,1.0
1.0,0.0,0.3381599945368907,0.4817419081678753,0.8995156461969648,0.34755451413396243,1.0
1.0,0.0,0.3965011338198773,0.7204724638174054,0.14676717954203583,0.432100937468476,1.0
1.0,0.0,0.24134420559792685,0.6806946509716137,0.45925560110564423,0.926933280482905,1.0
1.0,0.0,0.2596212688479298,0.5753785170298459,0.03317250008848793,0.6874894985576437,1.0
0.0,1.0,0.36308787700822065,0.5954528069374946,0.2957107874615852,0.2352875360685348,1.0
0.0,1.0,0.3761279130911565,0.5913937872915723,0.18681370235944472,0.8568659832558585,1.0
1.0,0.0,0.43901941114782084,0.6888066342774934,0.048326757821691935,0.8613533658921396,1.0
1.0,0.0,0.276821544433661,0.7235760932122928,0.43628407559931665,0.22203231614915508,1.0
0.0,1.0,0.2920482105177572,0.6234366070873294,0.30626384650665095,0.5227822107247979,1.0
1.0,0.0,0.3290995776998005,0.7134920054493156,0.9509624386627428,0.009744552699148978,1.0
1.0,0.0,0.49399706068911725,0.6033707677852299,0.8050121653415587,0.7479621884205907,1.0
1.0,0.0,0.4000777711044493,0.7683908252368513,0.24221976462667683,0.9723735062833936,1.0
1.0,0.0,0.32820639202000135,0.563764495535201,0.9444320313313768,0.3130840249843154,1.0
1.0,0.0,0.47103844883901413,0.60208078478237,0.44836097825389026,0.4621962878761176,1.0
1.0,0.0,0.409291200248016,0.7452324870885271,0.8687056708185366,0.1924751666170869,1.0
1.0,0.0,0.3304703029454868,0.5084231159126216,0.9460635136772257,0.2924974215478138,1.0
1.0,0.0,0.3982321748748111,0.613949556927994,0.9295129330855283,0.6952069077964975,1.0
1.0,0.0,0.18881730822667003,0.6803017887038645,0.7845794346213699,0.7969933613074933,1.0
1.0,0.0,0.32416017690410437,0.5364459470787113,0.8320671691464094,0.020865512310327072,1.0
1.0,0.0,0.21031508128529242,0.7385625845786156,0.37815168812292754,0.9319893284043654,1.0
1.0,0.0,0.4315692584821351,0.7610644617204301,0.4079764196533636,0.45693985268256443,1.0
0.0,1.0,0.4880301775248309,0.7481996134219808,0.10448983262060879,0.6510836963310302,1.0
1.0,0.0,0.32590449464380555,0.685772091794209,0.6286586557407832,0.7320071170519693,1.0
0.0,1.0,0.36301267929067504,0.6903008350645958,0.2652860228384324,0.7750408956114028,1.0
1.0,0.0,0.3139816810632894,0.6440436418261184,0.32491133406295225,0.7762362862355512,1.0
0.0,1.0,0.4132932128491782,0.6697373843322205,0.1370823541916859,0.7867910006454994,1.0
0.0,1.0,0.5092578927481924,0.7398512367671712,0.03702809969626952,0.8616532511343626,1.0
1.0,0.0,0.39713004348917147,0.7053940449663685,0.9272237097212386,0.7228367099441746,1.0
1.0,0.0,0.3428968406017613,0.6494716382300952,0.7905425795405483,0.37097132275014166,1.0
0.0,1.0,0.21629515232709767,0.6858219740004958,0.4122996988948858,0.181349059768943,1.0
0.0,1.0,0.3251629513272658,0.8111945821755975,0.8409966202345387,0.0893301889884246,1.0
1.0,0.0,0.39001787228645124,0.5878928440813138,0.9998600690268538,0.45992820230888676,1.0
1.0,0.0,0.49711003114074276,0.7278605010695982,0.9504712842762344,0.7052254510700888,1.0
1.0,0.0,0.3689782932497738,0.5821590191243633,0.6791143827440324,0.09119861672560176,1.0
1.0,0.0,0.20976752390469122,0.6065513722821876,0.6438032705299044,0.25518642606426434,1.0
1.0,0.0,0.28739967063701466,0.6328822945330107,0.6200910610744751,0.46143303805966607,1.0
0.0,1.0,0.4156120828236134,0.5183339711235407,0.7815106914642596,0.07337173259588825,1.0
1.0,0.0,0.40551773791799384,0.6035719914618914,0.175840301104484,0.12096289503858004,1.0
0.0,1.0,0.3641217777062808,0.624580874878322,0.8975533389993551,0.5403799670989582,1.0
1.0,0.0,0.31918497230101095,0.5060333824478301,0.08414508817008787,0.11562980526255134,1.0
1.0,0.0,0.5171729648054184,0.6214539493391528,0.3609658456768198,0.3325231445532085,1.0
0.0,1.0,0.4306330741916271,0.6963525448491992,0.03131334618560644,0.12106299462006243,1.0
1.0,0.0,0.36453440724842323,0.7001465345639999,0.7967361571308396,0.06791759742198594,1.0
1.0,0.0,0.2734939036920183,0.6408929897816149,0.1939419334693706,0.16027750536100965,1.0
0.0,1.0,0.3023053698482174,0.6998862741820457,0.6132886575086695,0.1878287428100323,1.0
0.0,1.0,0.22329387254207916,0.6942611819459513,0.020595215522988708,0.15827104953685234,1.0
0.0,1.0,0.3363011204288635,0.7709494426687853,0.06444341977261353,0.5572776848776433,1.0
1.0,0.0,0.3562556454305686,0.6406638955985081,0.5964240312917661,0.8362851340920529,1.0
1.0,0.0,0.18874170250023037,0.6199571817371421,0.5397812724448936,0.18894665871801858,1.0
1.0,0.0,0.4028761374497296,0.7449035099480583,0.06820880237812221,0.037774785834130464,1.0
0.0,1.0,0.3088644176904199,0.577240333824814,0.46179666015200804,0.5018945810330797,1.0
1.0,0.0,0.20048298592619995,0.9639726017971589,0.05828070224159987,0.43342838127871436,1.0
1.0,0.0,0.45014892568420656,0.6647774180268792,0.18837560528039182,0.38508782774097294,1.0
1.0,0.0,0.3169487058027234,0.7348105485556231,1.0,0.4969120138599641,1.0
0.0,1.0,0.3205921314355382,0.5045732313986017,0.3114588890764868,0.07085624602815849,1.0
1.0,0.0,0.2966206066692526,0.7371305420960673,0.06098425944880603,0.399687811179964,1.0
1.0,0.0,0.373178670559259,0.6477513083743069,0.2928068501554895,0.1104865392386658,1.0
0.0,1.0,0.19581476291732264,0.6936490687400602,0.5515889819393058,0.5146619782429641,1.0
1.0,0.0,0.5449932426143894,0.7353911404746621,0.10751146265064199,0.6168677934035282,1.0
1.0,0.0,0.3468281284363804,0.572229431755384,0.0015115307506508024,0.8568127660670806,1.0
1.0,0.0,0.4040710743292577,0.6222893957385952,0.6962308388559244,0.012911611841718684,1.0
1.0,0.0,0.3514486124237548,0.8275413688752609,0.5813838788279586,0.9083068255506321,1.0
0.0,1.0,0.32323156553346066,0.6294113209976328,0.623101916276676,0.578416910838145,1.0
1.0,0.0,0.33907282926717613,0.68911845130543,0.4803501380113763,0.1920137967036279,1.0
1.0,0.0,0.2618464679657087,0.5743755133276192,0.9183846130308264,0.8601270442145147,1.0
1.0,0.0,0.2549665788966633,0.692038060349383,0.14845847835953824,0.41870203881040174,1.0
1.0,0.0,0.30270236068771994,0.7293972664775865,0.8701206335067171,0.6181317229176804,1.0
1.0,0.0,0.4614846433857312,0.8204713280461955,0.7082262144059192,0.59390001930379,1.0
0.0,1.0,0.2643620406345942,0.6866327810520119,0.35804054954612,0.8462394858080758,1.0
0.0,1.0,0.3612886389706572,0.517503369585541,0.17283140877554032,0.5818425531901537,1.0
0.0,1.0,0.4043334225609052,0.5172749197790371,0.2006751731086781,0.9780613878672304,1.0
0.0,1.0,0.26398444843525504,0.6306228586811521,0.6512161016309691,0.10821288199631252,1.0
0.0,1.0,0.3634838630748869,0.7218658535725558,0.2969169438168153,0.6652698893698916,1.0
0.0,1.0,0.36853349615073683,0.7668547485415199,0.4058789001148415,0.3347320425796828,1.0
1.0,0.0,0.2652801480279914,0.6252427514647657,0.7580122051126108,0.7382069905917353,1.0
0.0,1.0,0.20965497704435,0.6496315942769064,0.2878606955715368,0.8949641214064775,1.0
1.0,0.0,0.3823418860121166,0.7320077419948707,0.32325969537369825,0.5547426488365556,1.0
1.0,0.0,0.40070565323689045,0.8217420143866988,0.7536819603284888,0.957765931872537,1.0
1.0,0.0,0.4476771654863928,0.5638874086085809,0.19887285956756512,0.6207453086165339,1.0
1.0,0.0,0.33591617021144726,0.6774999330111201,0.2102297961356987,0.9320900273755495,1.0
1.0,0.0,0.40428925788815595,0.7168153807126636,0.1904102938069112,0.9478648943490355,1.0
1.0,0.0,0.2939469670097007,0.7006425374127072,0.17024315800516882,0.8179901614312868,1.0
1.0,0.0,0.589701706620894,0.5956757424842882,0.8658832481517815,0.37619791277654974,1.0
0.0,1.0,0.46538206918523706,0.6083477438586475,0.2561716188317491,0.6644167617292869,1.0
1.0,0.0,0.4335024480452861,0.6106421362830712,0.408244167634235,0.37385163231546525,1.0
1.0,0.0,0.25096851110604873,0.5884803069417974,0.7661869199620481,0.5912682732545197,1.0
0.0,1.0,0.2444230267732066,0.7347955610638692,0.7698686635600731,0.2663000723806631,1.0
0.0,1.0,0.37685214131577605,0.6878933112240675,0.9168180305280577,0.2964936037434225,1.0
0.0,1.0,0.395383268677321,0.6472418245492977,0.5247502280192382,0.29636298892320295,1.0
1.0,0.0,0.49610259153119723,0.6426885853330061,0.3006272013236382,0.8735650169621805,1.0
1.0,0.0,0.39560888433482627,0.6179651197379665,0.2715900860743839,0.5088495376348383,1.0
1.0,0.0,0.5125522198196238,0.6186026894144999,0.5991239221576419,0.2797032840989511,1.0
1.0,0.0,0.5570047118424508,0.6438734774796804,0.8615750851846309,0.23325975448965086,1.0
1.0,0.0,0.2934414778285689,0.6784049153350056,0.6600428088705989,0.06389727747850166,1.0
1.0,0.0,0.26750519340057366,0.5730535855132024,0.8641057984947418,0.10035996379751921,1.0
0.0,1.0,0.28249785056430204,0.6947929841927465,0.8297781773772517,0.13466571095460955,1.0
1.0,0.0,0.40375984189770514,0.726871132916314,0.3738748966221885,0.07099913645723571,1.0
0.0,1.0,0.5183541817220563,0.6363778770118778,0.39743640862453866,0.1442419116146666,1.0
1.0,0.0,0.5358670273830328,0.760949943557025,0.09170983551657691,0.6185666450469991,1.0
0.0,1.0,0.21534639130949745,0.7076832603473339,0.8713079881619319,0.28221218753929106,1.0
1.0,0.0,0.393625042407363,0.7511532182652596,0.6723866409097369,0.05568568995916534,1.0
1.0,0.0,0.40307748829931195,0.7432271326038846,0.18450831307226534,0.4237400976109031,1.0
1.0,0.0,0.3453338467938294,0.8138177644793297,0.3895922890332756,0.1887487176554194,1.0
0.0,1.0,0.3404672245409096,0.6260492805191028,0.5187305756677462,0.6801934316501106,1.0
1.0,0.0,0.3131966838041266,0.6463110515517877,0.33892631200546897,0.5367306363910911,1.0
0.0,1.0,0.4180194376029074,0.6741672852441835,0.6768728282358096,0.9328691050873166,1.0
1.0,0.0,0.3363397191685551,0.7273545288784872,0.9876778159789243,0.9984964470294775,1.0
0.0,1.0,0.3157030259136421,0.8428135349554313,0.8665393395586595,0.9517697190525503,1.0
1.0,0.0,0.4375901990377589,0.6832374306669966,0.27980815026285577,0.21424188584434034,1.0
1.0,0.0,0.4244479246121062,0.7221295563852259,0.5139699800962366,0.8974909607069659,1.0
1.0,0.0,0.3998961987109578,0.7657112080932875,0.843209330880798,0.3038896857999568,1.0
1.0,0.0,0.31591502451261844,0.6559196508862295,0.2071160465132008,0.049545743650397545,1.0
1.0,0.0,0.3734289626655899,0.6687568915723512,0.29673394586096813,0.9838124096488585,1.0
0.0,1.0,0.2048826486409147,0.6968964217926502,0.8236839478567383,0.5590972305286876,1.0
1.0,0.0,0.4512959347956497,0.6447191838501045,0.4311664696785899,0.22296655958889144,1.0
1.0,0.0,0.49328606958553095,0.6305262264543214,0.15835293141937118,0.29506811578343317,1.0
1.0,0.0,0.3316875959723561,0.8219018878314717,0.9481021164246235,0.1486899423577085,1.0
1.0,0.0,0.47383828862014893,0.7646793976244307,0.5028306463345575,0.618733793584648,1.0
1.0,0.0,0.14719103128809213,0.586085037014606,0.35585658748183674,0.04943085142349746,1.0
1.0,0.0,0.3351647301005899,0.6752297255615058,0.7480223964652886,0.4128835125423769,1.0
1.0,0.0,0.3962617882371232,0.5571430862198659,0.431568929032707,0.4027447530958985,1.0
1.0,0.0,0.4856644667648599,0.6513737859815629,0.5837068607562674,0.35020988085514826,1.0
1.0,0.0,0.3661415588223209,0.6996552832638289,0.3564540207227066,0.6316876246492668,1.0
1.0,0.0,0.28068273505898406,0.7566615569617654,0.32837161643864166,0.1396118498565308,1.0
1.0,0.0,0.3107541557310099,0.7363279562505631,0.6426336421883455,0.6315293438713927,1.0
1.0,0.0,0.37529781762145864,0.6454183519214481,0.30519837613497164,0.7698198807093442,1.0
1.0,0.0,0.4059350338540251,0.6657941391518233,0.7770114760654604,0.644563748172842,1.0
1.0,0.0,0.24250034960464723,0.6965663730470723,0.18055021125940696,0.24129311079783333,1.0
1.0,0.0,0.41679244165145884,0.6609839366550285,0.482194600501346,0.6068028700371837,1.0
1.0,0.0,0.17038725135005733,0.7224606919218189,0.4803951868417526,0.2822402827254292,1.0
1.0,0.0,0.32344630166587557,0.7031572574896499,0.5166041949490586,0.7068546018657965,1.0
1.0,0.0,0.4608138983412437,0.6840851885655639,0.4472583212069097,0.4768330172599286,1.0
1.0,0.0,0.21752636949481252,0.8044664575412226,0.8196640222624008,0.19903304292136664,1.0
1.0,0.0,0.40933745954898415,0.5560064056732678,0.16230819976233501,0.8546771265527395,1.0
1.0,0.0,0.21396190515955804,0.7104332831785566,0.8629562185230903,0.795771295485958,1.0
1.0,0.0,0.46435949042259456,0.5193043372563014,0.35014209884025993,0.2638876255318512,1.0
1.0,0.0,0.3457659288960966,0.763326382352036,0.4250716455044131,0.7515444563881674,1.0
1.0,0.0,0.3829474582798419,0.7141514938104874,0.3712072934652191,0.1744432187668053,1.0
1.0,0.0,0.48883807867553036,0.7321796839311001,0.5009061516869784,0.22883833158590178,1.0
1.0,0.0,0.3732645044586758,0.6812978475767186,0.8969380938779964,0.5565886468178576,1.0
0.0,1.0,0.3014703921629603,0.7230882438785382,0.5402676879766862,0.0993496276505163,1.0
1.0,0.0,0.3548927391107101,0.7200399313154073,0.7774906570252937,0.0018914030702349427,1.0
1.0,0.0,0.3612651035373212,0.6285256212898597,0.9154551379589136,0.285264330042743,1.0
1.0,0.0,0.5842242163255557,0.6453724846735186,0.34230605547612625,0.17418414735264504,1.0
0.0,1.0,0.477992523022481,0.7420532180596198,0.52136949641951,0.05012852531710438,1.0
1.0,0.0,0.3855732683353891,0.7191480762439607,0.6424478169688861,0.6717366499011341,1.0
1.0,0.0,0.5880983865237517,0.5804424006884501,0.8664475440715562,0.9357673378141927,1.0
0.0,1.0,0.4204015270338334,0.9213325862637651,0.7706625878015815,0.39602873380307513,1.0
1.0,0.0,0.5117463719085588,0.6863917291741838,0.19298997961030862,0.597117623828067,1.0
1.0,0.0,0.32291529125229285,0.47349296223263726,0.3702985372399483,0.02483890490875812,1.0
1.0,0.0,0.3498122075847412,0.63785501841934,0.7218388950410681,0.9988062163122331,1.0
1.0,0.0,0.4231894232936319,0.5603501094529246,0.002272841595143127,0.8192095871611651,1.0
1.0,0.0,0.3366416655396608,0.8172875853761727,0.9230870264233053,0.475135735110561,1.0
1.0,0.0,0.4194349589356554,0.5312113932258361,0.7400337935488301,0.2998486946235025,1.0
0.0,1.0,0.35848104021853006,0.6028235177789381,0.8128983674144634,0.9749545804518103,1.0
1.0,0.0,0.47475783211105743,0.6507096505140261,0.033605145767528544,0.2612732566977936,1.0
1.0,0.0,0.4223185454020111,0.6932535898159009,0.9676769278877033,0.7086284202993189,1.0
0.0,1.0,0.5897738767829324,0.6908745184650066,0.9858828493440079,0.8052853140500915,1.0
1.0,0.0,0.3608688147635139,0.6044052066966923,0.42591653065468105,0.9949435372570297,1.0
1.0,0.0,0.46312154242523695,0.7912805511753545,0.4376456245145015,0.28129400447767594,1.0
0.0,1.0,0.3482173437235454,0.6103982491583325,0.7512738641213275,0.04127015492149372,1.0
1.0,0.0,0.41460897090587945,0.7078468326723338,0.7019489228848333,0.9174349514416476,1.0
0.0,1.0,0.3435162069421076,0.7971527610123468,0.33186285464286186,0.8649629192091373,1.0
1.0,0.0,0.4069204070687495,0.7412018474037414,0.35781491261982423,0.40578455219653337,1.0
1.0,0.0,0.18673066290554569,0.5479126053050697,0.9832637661092702,0.8287361348101268,1.0
1.0,0.0,0.26719177199817246,0.6538903131901648,0.8610819043068434,0.9153463455215658,1.0
1.0,0.0,0.4733010427561249,0.6538331137695597,0.871313307168164,0.9401017824255381,1.0
1.0,0.0,0.4862853184997262,0.6843222570548538,0.10790179060656513,0.01599137962013264,1.0
1.0,0.0,0.5998829208460849,0.6577372594722923,0.025005382578906277,0.6526971389850504,1.0
0.0,1.0,0.39668625762780907,0.6540725478585394,0.4071847177390666,0.10912065840890345,1.0
0.0,1.0,0.2650336895673842,0.710773735937157,0.7451492606143062,0.36107075411048906,1.0
1.0,0.0,0.4256833749234107,0.6573171582556139,0.4378168438925752,0.21486792374399072,1.0
1.0,0.0,0.39791660835850956,0.620975173685999,0.3521521077706322,0.08686882388926676,1.0
0.0,1.0,0.37640951526921995,0.7653812105532627,0.6229503368263809,0.38068289699664326,1.0
0.0,1.0,0.4386061749100397,0.5076566137939352,0.9515519180627647,0.19212924164713618,1.0
1.0,0.0,0.3470815256633738,0.6514375199755824,0.2054167479555854,0.5194929720269288,1.0
1.0,0.0,0.18195550312143322,0.7387957392875634,0.32094475697761626,0.9203135838748975,1.0
1.0,0.0,0.4230230718983451,0.6446598520485286,0.4977948827503289,0.9207777415339846,1.0
1.0,0.0,0.5518148388665031,0.6300572118081929,0.16136265518436022,0.43443395192177375,1.0
1.0,0.0,0.41196914750644487,0.6546084252462065,0.670308711752059,0.1834611004608696,1.0
1.0,0.0,0.44280911088163866,0.6754861499367093,0.6557383165343135,0.4604408151362528,1.0
0.0,1.0,0.23141247469233078,0.6572034390756822,0.33045954670846794,0.1135296971522351,1.0
1.0,0.0,0.4138647474968009,0.5347796491828599,0.42320202487862024,0.2687821906482174,1.0
0.0,1.0,0.3133763058613595,0.6475984801728477,0.8645454326612565,0.45966386405882254,1.0
1.0,0.0,0.2581648694510482,0.5797249670428695,0.6571368474130367,0.1729353709624148,1.0
1.0,0.0,0.3517298467089306,0.6472976127476598,0.3666621568079768,0.3348841944158272,1.0
1.0,0.0,0.5156350629559842,0.5461876017327618,0.9220997017866994,0.998448015807206,1.0
1.0,0.0,0.2299341603485086,0.6858281943773371,0.32976843190156363,0.4901825112164985,1.0
1.0,0.0,0.34289590369989775,0.6399713266384778,0.4864070352436931,0.01953231712551723,1.0
0.0,1.0,0.3728240489848145,0.7762091354070004,0.994847650531443,0.5840661807628786,1.0
1.0,0.0,0.3688842486409469,0.7081087713209981,0.47274748418319273,0.18907851773022044,1.0
1.0,0.0,0.4468314363109702,0.49879659623381745,0.3826718311890168,0.5899832668022492,1.0
1.0,0.0,0.13954229315194444,0.7156913571433425,0.35219226145458526,0.6720522532113706,1.0
1.0,0.0,0.2931403479469261,0.44925204504214367,0.7906537685800503,0.8737141746208386,1.0
0.0,1.0,0.5050402348473775,0.5961736593539892,0.008284916419314725,0.4158362470958356,1.0
1.0,0.0,0.3061263859128017,0.8269598995471035,0.584985694333387,0.5190950093206562,1.0
1.0,0.0,0.3765152896017515,0.6727585485230351,0.29097481117485097,0.24443755159756753,1.0
0.0,1.0,0.3345327840746627,0.6931649144981756,0.9075443420005839,0.8621548059810846,1.0
1.0,0.0,0.5743202739464838,0.762670876306264,0.5499444181787003,0.4213230145550583,1.0
0.0,1.0,0.40375150892493394,0.5719013228147574,0.6733562441619176,0.21364013006679466,1.0
0.0,1.0,0.32435491203588884,0.7162927516806874,0.6663005659789698,0.26729006290255564,1.0
1.0,0.0,0.3202155253217092,0.7863711378703817,0.49505862998375344,0.06160772423756,1.0
1.0,0.0,0.4313205350253438,0.6690512865038245,0.9333606946956212,0.8340896963864828,1.0
