ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_1.0,MaxDelq2PublicRecLast12M_2.0,MaxDelq2PublicRecLast12M_3.0,MaxDelq2PublicRecLast12M_4.0,MaxDelq2PublicRecLast12M_5.0,MaxDelq2PublicRecLast12M_6.0,MaxDelq2PublicRecLast12M_7.0,MaxDelq2PublicRecLast12M_9.0,MaxDelqEver_2.0,MaxDelqEver_3.0,MaxDelqEver_4.0,MaxDelqEver_5.0,MaxDelqEver_6.0,MaxDelqEver_7.0,MaxDelqEver_8.0
0.852459,0.22347066,0.015665796,0.25065964,0.18987341,0.0,0.0,1.0,0.263609,0.15384616,0.10526316,0.33,0.25,0.0,0.0,0.03448276,0.14649682,0.0625,0.09090909,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6393443,0.24469413,0.02610966,0.12137203,0.12658228,0.05263158,0.05263158,0.91,0.7710843,0.10576923,0.05263158,0.18,0.083333336,0.045454547,0.045454547,0.2025862,0.14551586,0.09375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72131145,0.14481898,0.01305483,0.14248021,0.4556962,0.0,0.0,0.97,0.67469877,0.3653846,0.10526316,0.11,0.20833333,0.0,0.0,0.02586207,0.089171976,0.03125,0.045454547,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4918033,0.17602997,0.002610966,0.21372032,0.39240506,0.05263158,0.05263158,0.88,0.072289154,0.09615385,0.21052632,0.24,0.103238285,0.030303031,0.030303031,0.23275863,0.17409766,0.25,0.13636364,0.11111111,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6885246,0.1548065,0.023498695,0.15831135,0.088607594,0.0,0.0,1.0,0.263609,0.067307696,0.05263158,0.57,0.0,0.0,0.0,0.43534482,0.12526539,0.0625,0.09090909,0.11111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.44262296,0.23595506,0.01305483,0.16622691,0.12658228,0.10526316,0.10526316,0.83,0.5903614,0.115384616,0.10526316,0.33,0.103238285,0.015151516,0.015151516,0.37068966,0.18259023,0.09375,0.045454547,0.11111111,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.852459,0.16354556,0.005221932,0.16886544,0.5443038,0.0,0.0,1.0,0.263609,0.45192307,0.31578946,0.34,0.0,0.0,0.0,0.00862069,0.18259023,0.0625,0.09090909,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3442623,0.29463172,0.023498695,0.25329816,0.20253165,0.0,0.0,0.61,0.012048192,0.17307693,0.05263158,0.39,0.0,0.0,0.0,0.38793105,0.17197452,0.15625,0.09090909,0.22222222,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.44262296,0.012484395,0.005221932,0.007915568,0.012658228,0.05263158,0.05263158,1.0,0.263609,0.028846154,0.05263158,0.5,0.0,0.045454547,0.045454547,0.077586204,0.14551586,0.03125,0.06749571,0.06068164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55737704,0.72908866,0.018276762,0.4459103,0.56962025,0.15789473,0.10526316,0.89,0.072289154,0.45192307,0.10526316,0.17,0.0,0.045454547,0.045454547,0.15948276,0.13375796,0.1875,0.13636364,0.11111111,0.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.37704918,0.29338327,0.01305483,0.23218997,0.30379745,0.15789473,0.10526316,0.7,0.060240965,0.2596154,0.15789473,0.52,0.0,0.121212125,0.10606061,0.094827585,0.13800424,0.125,0.13636364,0.055555556,0.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8196721,0.36454433,0.005221932,0.26912928,0.278481,0.10526316,0.05263158,0.92,0.5180723,0.45192307,0.15789473,0.16,0.083333336,0.015151516,0.015151516,0.0,0.07430998,0.0625,0.045454547,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.86885244,0.20724095,0.002610966,0.16886544,0.4050633,0.0,0.0,1.0,0.263609,0.45192307,0.2631579,0.3,0.16666667,0.030303031,0.030303031,0.021551725,0.14551586,0.09375,0.045454547,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6557377,0.12734082,0.007832898,0.092348285,0.2278481,0.0,0.0,1.0,0.263609,0.17307693,0.21052632,0.33,0.0,0.0,0.0,0.14224137,0.14649682,0.15625,0.22727273,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.78688526,0.26966292,0.010443864,0.16886544,0.6708861,0.0,0.0,1.0,0.263609,0.086538464,0.15789473,0.25,0.20833333,0.0,0.0,0.112068966,0.08492569,0.125,0.09090909,0.055555556,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6557377,0.1423221,0.06005222,0.16094987,0.29113925,0.0,0.0,1.0,0.263609,0.22115384,0.0,0.39,0.041666668,0.015151516,0.015151516,0.10775862,0.14861996,0.09375,0.13636364,0.055555556,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5081967,0.102372035,0.03133159,0.10026385,0.16455697,0.0,0.0,1.0,0.263609,0.125,0.0,0.38,0.45833334,0.0,0.0,0.38793105,0.18471338,0.1875,0.045454547,0.11111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.78688526,0.14731586,0.033942558,0.10026385,0.15189873,0.0,0.0,1.0,0.263609,0.115384616,0.0,0.25,0.125,0.030303031,0.030303031,0.14655173,0.07643312,0.03125,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6885246,0.21972534,0.010443864,0.1530343,0.48101267,0.0,0.0,0.95,0.6385542,0.375,0.10526316,0.15,0.0,0.015151516,0.015151516,0.06465517,0.14551586,0.1875,0.06749571,0.055555556,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7704918,0.3320849,0.007832898,0.24274406,0.51898736,0.0,0.0,0.98,0.55421686,0.39423078,0.05263158,0.41,0.083333336,0.07575758,0.07575758,0.030172413,0.1762208,0.0625,0.18181819,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.86885244,0.22971286,0.0,0.2585752,0.15189873,0.0,0.0,1.0,0.263609,0.13461539,0.05263158,0.5,0.103238285,0.0,0.0,0.15948276,0.14551586,0.09375,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.852459,0.2059925,0.005221932,0.14248021,0.1392405,0.0,0.0,1.0,0.263609,0.115384616,0.10526316,0.42,0.103238285,0.030303031,0.030303031,0.06465517,0.14551586,0.0625,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6557377,0.27340823,0.033942558,0.17941953,0.15189873,0.0,0.0,0.92,0.44578314,0.115384616,0.0,0.25,0.103238285,0.0,0.0,0.4051724,0.03821656,0.0625,0.045454547,0.11111111,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3114754,0.2434457,0.01305483,0.19525066,0.21518987,0.21052632,0.05263158,0.71,0.036144577,0.21153846,0.05263158,0.38,0.0,0.0,0.0,0.41379312,0.06581741,0.1875,0.045454547,0.16666667,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.57377046,0.22721598,0.044386424,0.14775726,0.30379745,0.0,0.0,0.8,0.012048192,0.24038461,0.0,0.4,0.0,0.0,0.0,0.056034483,0.05944798,0.03125,0.09090909,0.055555556,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8196721,0.2721598,0.002610966,0.30870712,0.49367088,0.0,0.0,1.0,0.263609,0.39423078,0.05263158,0.39,0.103238285,0.015151516,0.015151516,0.073275864,0.14551586,0.1875,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.36065573,0.2496879,0.075718015,0.176781,0.088607594,0.05263158,0.05263158,0.57,0.060240965,0.27884614,0.0,0.43,0.041666668,0.045454547,0.045454547,0.18103448,0.14551586,0.0625,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.09836066,0.09737828,0.028720627,0.018469658,0.0,0.10526316,0.10526316,0.0,0.012048192,0.10576923,0.05263158,0.0,0.0,0.060606062,0.060606062,0.1502488,0.14551586,0.12819093,0.06749571,0.06068164,0.66449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6557377,0.29837704,0.06527415,0.19788918,0.24050634,0.0,0.0,1.0,0.263609,0.1923077,0.0,0.35,0.103238285,0.0,0.0,0.33189654,0.14551586,0.09375,0.045454547,0.16666667,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5409836,0.23470661,0.002610966,0.15831135,0.088607594,0.05263158,0.05263158,0.78,0.263609,0.086538464,0.15789473,0.22,0.0,0.10606061,0.10606061,0.14655173,0.14551586,0.15625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9672131,0.505618,0.02610966,0.3166227,0.20253165,0.0,0.0,1.0,0.263609,0.17307693,0.05263158,0.17,0.375,0.0,0.0,0.004310345,0.14551586,0.0625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.40983605,0.074906364,0.010443864,0.068601586,0.20253165,0.0,0.0,0.94,0.30120483,0.15384616,0.21052632,0.13,0.0,0.060606062,0.060606062,0.35344827,0.1910828,0.1875,0.0,0.11111111,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8360656,0.3220974,0.03133159,0.31926122,0.18987341,0.0,0.0,1.0,0.263609,0.14423077,0.0,0.4,0.20833333,0.015151516,0.015151516,0.125,0.14551586,0.0625,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.45901638,0.19975032,0.010443864,0.18205805,0.3164557,0.0,0.0,1.0,0.263609,0.24038461,0.21052632,0.2,0.0,0.030303031,0.030303031,0.2974138,0.12738854,0.4375,0.09090909,0.3888889,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8852459,0.34332085,0.015665796,0.20316623,0.2278481,0.0,0.0,1.0,0.263609,0.17307693,0.10526316,0.56,0.0,0.0,0.0,0.06896552,0.18683651,0.0625,0.045454547,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6557377,0.054931335,0.002610966,0.044854883,0.088607594,0.0,0.0,1.0,0.263609,0.07692308,0.10526316,0.5,0.103238285,0.015151516,0.015151516,0.073275864,0.16348195,0.0625,0.045454547,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.45901638,0.19600499,0.005221932,0.2005277,0.34177214,0.15789473,0.10526316,0.74,0.060240965,0.30769232,0.10526316,0.1,0.103238285,0.015151516,0.015151516,0.09051724,0.14551586,0.15625,0.0,0.11111111,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7704918,0.4968789,0.033942558,0.31398416,0.43037975,0.0,0.0,1.0,0.263609,0.32692307,0.0,0.47,0.0,0.045454547,0.045454547,0.021551725,0.16348195,0.09375,0.13636364,0.055555556,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5409836,0.16229713,0.007832898,0.08443272,0.43037975,0.0,0.0,1.0,0.263609,0.32692307,0.15789473,0.26,0.41666666,0.0,0.0,0.28448275,0.17197452,0.65625,0.13636364,0.2777778,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3442623,0.2059925,0.015665796,0.14775726,0.12658228,0.05263158,0.05263158,0.82,0.060240965,0.10576923,0.10526316,0.45,0.0,0.0,0.0,0.31896552,0.20806794,0.09375,0.045454547,0.11111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7704918,0.09737828,0.033942558,0.11873351,0.2658228,0.0,0.0,1.0,0.263609,0.20192307,0.0,0.52,0.5416667,0.0,0.0,0.14224137,0.14551586,0.125,0.045454547,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4918033,0.054931335,0.005221932,0.044854883,0.16455697,0.0,0.0,1.0,0.263609,0.22115384,0.2631579,0.21,0.103238285,0.045454547,0.045454547,0.28448275,0.1656051,0.21875,0.045454547,0.11111111,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91803277,0.25842696,0.002610966,0.24274406,0.278481,0.0,0.0,1.0,0.263609,0.25,0.15789473,0.38,0.20833333,0.015151516,0.015151516,0.077586204,0.12526539,0.0625,0.09090909,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.59016395,0.28589264,0.054830287,0.31398416,0.088607594,0.21052632,0.21052632,0.67,0.072289154,0.115384616,0.0,0.17,0.103238285,0.0,0.0,0.0,0.14551586,0.03125,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8852459,0.45817727,0.015665796,0.45646438,0.2278481,0.0,0.0,1.0,0.263609,0.1826923,0.05263158,0.26,0.0,0.030303031,0.030303031,0.047413792,0.12101911,0.09375,0.09090909,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.52459013,0.051186018,0.005221932,0.058047492,0.18987341,0.05263158,0.05263158,1.0,0.263609,0.16346154,0.10526316,0.25,0.0,0.060606062,0.060606062,0.1336207,0.1762208,0.15625,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6393443,0.061173532,0.04699739,0.081794195,0.025316456,0.0,0.0,1.0,0.263609,0.01923077,0.0,1.0,0.0,0.0,0.0,0.1502488,0.14551586,0.12819093,0.0,0.06068164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5409836,0.123595506,0.01305483,0.18205805,0.39240506,0.0,0.0,1.0,0.263609,0.1923077,0.05263158,0.1,0.103238285,0.060606062,0.045454547,0.31034482,0.14551586,0.46875,0.0,0.5555556,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47540984,0.117353305,0.010443864,0.1530343,0.101265825,0.05263158,0.05263158,0.56,0.036144577,0.086538464,0.05263158,0.22,0.0,0.0,0.0,0.02586207,0.14551586,0.03125,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4918033,0.09113608,0.028720627,0.12137203,0.39240506,0.05263158,0.0,0.97,0.20481928,0.30769232,0.05263158,0.22,0.103238285,0.030303031,0.030303031,0.077586204,0.14551586,0.28125,0.0,0.055555556,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.39344263,0.17977528,0.09921671,0.24010554,0.11392405,0.36842105,0.2631579,0.28,0.18072289,0.057692308,0.0,0.33,0.041666668,0.10606061,0.10606061,0.125,0.14551586,0.0625,0.0,0.055555556,0.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5409836,0.19850187,0.007832898,0.21108179,0.088607594,0.0,0.0,0.89,0.61445785,0.086538464,0.05263158,0.78,0.125,0.015151516,0.015151516,0.2801724,0.14551586,0.0625,0.045454547,0.06068164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.37704918,0.2122347,0.028720627,0.13984169,0.2658228,0.0,0.0,0.9,0.060240965,0.20192307,0.05263158,0.29,0.0,0.0,0.0,0.30172414,0.15498939,0.1875,0.045454547,0.055555556,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.57377046,0.23345818,0.005221932,0.13192612,0.24050634,0.0,0.0,1.0,0.263609,0.1923077,0.15789473,0.2,0.041666668,0.07575758,0.07575758,0.1336207,0.070063695,0.25,0.045454547,0.055555556,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37704918,0.17852685,0.007832898,0.10817942,0.29113925,0.05263158,0.05263158,0.92,0.036144577,0.23076923,0.31578946,0.17,0.0,0.0,0.0,0.056034483,0.14551586,0.3125,0.045454547,0.11111111,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.73770493,0.29588014,0.007832898,0.20844327,0.25316456,0.0,0.0,0.9,0.12048193,0.125,0.10526316,0.15,0.041666668,0.030303031,0.030303031,0.00862069,0.11677282,0.09375,0.09090909,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.44262296,0.27590513,0.018276762,0.16886544,0.101265825,0.10526316,0.05263158,0.6,0.36144578,0.09615385,0.05263158,0.5,0.103238285,0.0,0.0,0.38362068,0.18471338,0.09375,0.09090909,0.11111111,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55737704,0.2481512,0.07832898,0.19525066,0.12658228,0.0,0.0,0.92,0.012048192,0.125,0.0,0.62,0.103238285,0.015151516,0.015151516,0.31465518,0.089171976,0.0625,0.045454547,0.06068164,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4918033,0.16604245,0.09399478,0.17414248,0.088607594,0.15789473,0.0,0.55,0.012048192,0.10576923,0.0,0.55,0.33333334,0.0,0.0,0.09913793,0.070063695,0.03125,0.09090909,0.055555556,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8360656,0.24594258,0.01305483,0.19788918,0.34177214,0.0,0.0,1.0,0.263609,0.26923078,0.10526316,0.21,0.33333334,0.0,0.0,0.09051724,0.20594479,0.15625,0.045454547,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5081967,0.29962546,0.04699739,0.3166227,0.20253165,0.10526316,0.0,0.47,0.024096385,0.1826923,0.0,0.74,0.0,0.060606062,0.060606062,0.11637931,0.14551586,0.0625,0.09090909,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.39344263,0.20099875,0.015665796,0.1530343,0.18987341,0.21052632,0.21052632,0.89,0.04819277,0.1826923,0.15789473,0.16,0.0,0.030303031,0.030303031,0.09051724,0.14551586,0.125,0.0,0.0,0.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.78688526,0.08988764,0.005221932,0.113456465,0.30379745,0.0,0.0,1.0,0.263609,0.25,0.05263158,0.12,0.103238285,0.030303031,0.030303031,0.03448276,0.14551586,0.0625,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
