cat_core_1,cat_core_2,cat_core_3,core_1,core_2,noise_1,noise_2,target
1.0,0.0,0.0,-1.5534428820788946,0.939122063146838,-3.0238384472527944,1.8741990059421694,1.0
1.0,0.0,0.0,-2.971665369756643,1.2970788448563668,3.596130795638702,-3.395955662480561,1.0
1.0,0.0,0.0,1.3564978538191026,1.2071345474741453,0.03604731864568489,2.769326914098891,1.0
1.0,0.0,0.0,-2.946057780624521,2.385073634169782,-2.439145707057677,-3.274633223658671,1.0
0.0,1.0,0.0,-3.2079048784338235,-0.0253096103704209,-1.3176215798988489,-3.4032270657175827,1.0
1.0,0.0,0.0,-0.4774901880012066,0.6302220503108682,1.7348713525858486,-1.0297252487838708,1.0
1.0,0.0,0.0,0.7049521476176852,2.3578727740195093,-2.7424328807163176,1.0551151537887629,1.0
0.0,1.0,0.0,-1.128420564937549,3.69691174387353,-2.194972066700246,2.587230364661007,1.0
1.0,0.0,0.0,0.6047757112533452,1.2283222771846884,-2.2131183123766354,-1.209556475271624,1.0
1.0,0.0,0.0,-1.5203163491074985,2.6145311009573424,-2.8094861394072277,-1.2763213074845519,1.0
1.0,0.0,0.0,-1.3620148484557246,2.2096826739730924,2.323157223241128,-0.08086805306827749,1.0
1.0,0.0,0.0,-3.7688913050546473,2.291939847676434,-0.18614183625484682,-3.6693943672255864,1.0
1.0,0.0,0.0,-3.717483484676378,2.05257140334409,0.33707644616610466,-0.7416153251435817,1.0
1.0,0.0,0.0,-1.0395577944992118,2.4969468390847207,2.9762558368900436,-3.6994189093520644,1.0
0.0,1.0,0.0,-2.6928742852504466,-0.4538075605166485,1.7233525526728561,0.08288265619262969,1.0
1.0,0.0,0.0,-1.9071171281410226,1.2398895915328538,-2.1175687930803004,2.676030308852278,1.0
1.0,0.0,0.0,-0.8877331106936635,1.5552035153461334,-2.96801425347319,-2.921628872413863,1.0
1.0,0.0,0.0,-1.5051380725762011,0.6165582498113851,-3.2491311842949484,3.734715923776972,1.0
1.0,0.0,0.0,-2.968983146369327,1.8808707142964853,-2.571333395235796,1.916544483269325,1.0
1.0,0.0,0.0,-2.0821778491032408,1.7817708930232563,1.9615761628901582,-2.30105258773001,1.0
1.0,0.0,0.0,-0.525954638339527,1.8131003674065644,3.051633649549066,2.9462960422260354,1.0
1.0,0.0,0.0,-1.6834044915634918,1.7210849325285456,-2.120700877752653,0.4087002390944985,1.0
0.0,0.0,1.0,-3.7790397042163253,1.0320435972839697,2.5486165672786436,-3.784177368098147,1.0
1.0,0.0,0.0,-1.7965822047346158,1.816263032917748,1.2884250379864604,-0.25698045883351917,1.0
1.0,0.0,0.0,-0.37485678671412304,1.6466979440408904,-1.756792492507408,3.9620546592932717,1.0
1.0,0.0,0.0,-2.6653471216516804,1.7903704660063162,0.8410143744514906,-3.311990611227941,1.0
0.0,1.0,0.0,-2.6684329095859,1.8875319918950648,0.07093084108928771,-3.586254510607379,1.0
0.0,1.0,0.0,-0.5337908126912725,1.8927972083262727,0.5617811370210095,-2.147644803949407,1.0
0.0,1.0,0.0,-1.0657138793586167,1.374603554681523,3.3844896760530903,0.7556494885690048,1.0
1.0,0.0,0.0,-2.7996842008113614,2.066417894817039,3.152304510682117,-3.7530054853621433,1.0
1.0,0.0,0.0,0.7188960253626444,2.275835292000562,3.1015622696822547,3.4198613502147026,1.0
0.0,0.0,1.0,-3.9248486755372687,1.5739334922531931,-1.3161125903868793,-3.7053559576085098,1.0
1.0,0.0,0.0,-0.28444182959785325,1.6690780324206986,2.3494352998671637,3.197521074284074,1.0
1.0,0.0,0.0,-2.4904634533927474,1.427585070661884,-3.076005630459398,3.5272797970740823,1.0
0.0,1.0,0.0,-0.3930940259525344,2.359165440621059,-0.1273289012981884,-2.139919562377692,1.0
1.0,0.0,0.0,-2.818452278671462,1.1822662035708076,1.7682292113472835,0.33934004630246317,1.0
0.0,1.0,0.0,-0.110659013282836,3.7075737662681925,-2.9975481980984053,-0.9040164485625333,1.0
0.0,0.0,1.0,-0.6602811066710763,0.8469344612904082,2.9791952330789186,-0.8953151193766571,1.0
1.0,0.0,0.0,-1.080258582079085,2.3929144216422737,-2.316472400989718,2.942967450121432,1.0
1.0,0.0,0.0,-1.3729314713224974,2.706326486390655,3.1089375251919877,3.7663364771355283,1.0
0.0,0.0,1.0,-2.731378336388041,3.038747823422154,2.6260822736308738,-1.8300389667780257,1.0
1.0,0.0,0.0,-1.8584117240291513,0.8454141370427992,-2.1997500834955472,-1.2442471712683485,1.0
1.0,0.0,0.0,-1.859559554653027,3.1701331394021217,-3.8280993036511504,1.3025425589040482,1.0
0.0,1.0,0.0,-0.04373578583855675,1.9086846475482333,-1.555988882829535,2.317423269030945,1.0
0.0,0.0,1.0,-2.9404434924680896,0.8198852692770091,-0.3111028573457215,-1.8777661245643698,1.0
0.0,0.0,1.0,-1.744777588103079,1.768860076264293,-2.0491111372973636,-1.4528208042057686,1.0
1.0,0.0,0.0,-2.3313841092051755,2.335025384346066,-1.2442499050538123,-0.8223131097810059,1.0
1.0,0.0,0.0,-2.584177691497909,2.87506097278789,1.790545155138381,3.5368303211312684,1.0
1.0,0.0,0.0,0.552599563413386,2.499077096230982,-2.25694661702485,-3.6598575636298634,1.0
0.0,1.0,0.0,-1.690379680528,1.386455091464935,-0.04132721959175445,2.186737816385488,1.0
1.0,0.0,0.0,-4.100106913154129,0.8552201932720789,1.6298870780723274,0.6707106402903635,1.0
1.0,0.0,0.0,-1.3942516177455642,3.598924170987534,-0.5429429794489327,-2.4347132414872092,1.0
0.0,0.0,1.0,-2.070671998732066,2.8264511822026153,0.8060960491276381,1.662407842519534,1.0
1.0,0.0,0.0,-3.4953167450697373,3.264915191262019,-0.6564476963047801,-1.1905929683883825,1.0
1.0,0.0,0.0,-3.462113325973065,1.7567387829849745,1.9023655406545181,-1.8017196659634775,1.0
1.0,0.0,0.0,-2.116773161303678,2.3975583866209824,-2.1852602335134677,-2.4076636678212733,1.0
1.0,0.0,0.0,-3.4775833379531234,0.4473748869458427,3.4661945616981065,0.5853885129373122,1.0
1.0,0.0,0.0,-0.143888903797182,2.457273239322829,2.4643788577627905,-2.3143629718797163,1.0
1.0,0.0,0.0,-2.5186144179691365,1.1691852396700528,-2.791541757744212,-0.24481741926972678,1.0
1.0,0.0,0.0,-4.044471072094185,0.865174940726571,-0.7613982806451451,-2.363824259868151,1.0
1.0,0.0,0.0,-1.9769698857101146,2.244757168351528,-0.6861503900360919,-3.585820067440781,1.0
1.0,0.0,0.0,-4.640871905891024,1.5879454858717965,0.3018442848731686,-2.670698244322918,1.0
1.0,0.0,0.0,-3.3770506638665965,0.2912326085800523,-2.1533640088671753,-2.1117355278925185,1.0
1.0,0.0,0.0,-4.016669135255671,2.864492573782936,1.4443410052917773,2.563791998207078,1.0
0.0,0.0,1.0,0.09433956073886973,1.5576254623248118,-3.0588098613928674,-0.18625698545733815,1.0
1.0,0.0,0.0,-3.4659834844196746,2.6809939938098153,0.27808140397954606,-0.4057748897775282,1.0
0.0,0.0,1.0,-3.1864651447014607,0.11191710682876255,-2.56465942174236,-2.2871647443886127,1.0
1.0,0.0,0.0,-2.1116667717018633,3.085625484037725,-1.8370294061987549,-0.39495852975237966,1.0
0.0,1.0,0.0,-1.5374086080425573,0.25317521251246156,-1.8734689040214096,1.6626687246823284,1.0
1.0,0.0,0.0,-1.188569307428105,2.6423884428498168,2.9913925853464667,3.436017984360136,1.0
0.0,1.0,0.0,-3.123355056921677,2.4447993824879184,3.247723327039104,1.4525800864153933,1.0
1.0,0.0,0.0,-2.503702310808996,2.1844068491727984,-1.2947510983563362,2.006148150331911,1.0
1.0,0.0,0.0,0.3268025225913087,2.2740481029920474,0.3240007818686257,2.4501074942305516,1.0
1.0,0.0,0.0,-3.0920858995323615,4.058315857634233,2.820539071294597,1.4786652835927452,1.0
1.0,0.0,0.0,-1.9360046847615628,0.2619375691561483,2.676419458466487,-0.561577588504834,1.0
1.0,0.0,0.0,-2.7534416689730037,2.670349402140685,0.5538162703763163,-0.7792358993680866,1.0
1.0,0.0,0.0,-1.56846056542213,0.17153949397960577,-0.5762620290585421,-3.2073026813491525,1.0
1.0,0.0,0.0,-1.5027111440239924,1.780982029528995,-0.20465868139831578,-1.9271287741500727,1.0
1.0,0.0,0.0,-2.801353254485141,1.1913042026757623,0.9322938032483004,0.4304401328586067,1.0
1.0,0.0,0.0,-1.6761307144294575,2.367031631346498,3.2980155943574294,-0.8712047215645535,1.0
1.0,0.0,0.0,-2.2989731720337394,1.547371838715236,-2.2391934611292728,-0.6144050219868884,1.0
0.0,0.0,1.0,-2.4725020055306226,2.0213330812212145,-3.6997316958856503,-1.5561521815300265,1.0
1.0,0.0,0.0,-5.220290368294552,2.4372691685696144,0.17872302695787745,-0.9880540956272901,1.0
1.0,0.0,0.0,-1.2502607339822789,1.1458000796783656,2.662684165614187,2.9698442915966705,1.0
0.0,1.0,0.0,-2.869480272733366,0.6859787621991005,-0.33170436689164173,-2.985062728196171,1.0
1.0,0.0,0.0,-1.6842077837598952,0.7470141314244052,-3.7419413177987915,1.370633064109005,1.0
0.0,1.0,0.0,-2.5704344260593555,1.0195607320226379,2.846204806576,-2.5372415192008635,1.0
1.0,0.0,0.0,-0.3547161733202908,0.6316527067020987,2.5567643051995015,1.5412102830638634,1.0
1.0,0.0,0.0,-0.021279451345140865,2.6773907982180742,-3.9243129610854144,3.157868193669315,1.0
1.0,0.0,0.0,-2.806483681536543,2.55396361387903,-1.6792590777061873,-2.697975202356793,1.0
1.0,0.0,0.0,-4.508789115101681,2.2012619731592644,-0.4581622845587736,0.5569968310518103,1.0
1.0,0.0,0.0,-1.2499724356425486,2.544017475557789,1.053355099074036,-1.7745079060456073,1.0
0.0,0.0,1.0,-2.7980627251300163,1.7998837438271198,0.8881953230350499,-1.671505014923003,1.0
1.0,0.0,0.0,-5.407083195580556,2.975513684019785,3.630162540143129,1.6956330154208574,1.0
1.0,0.0,0.0,0.6463825664787639,1.2582959649815044,2.763073613175493,-0.49287813964517024,1.0
1.0,0.0,0.0,-0.8938205379575141,1.0446806866545608,2.199228322232785,2.183996853996933,1.0
1.0,0.0,0.0,-1.8336637959911954,3.5324200671917256,-3.3595569039157844,1.8897841318840456,1.0
1.0,0.0,0.0,-2.617281330230521,1.7557762657796487,0.7935952599912035,2.9850171460254,1.0
1.0,0.0,0.0,-0.2823976778896353,0.6347751562082486,1.0160543473261079,-0.7108193201081727,1.0
1.0,0.0,0.0,-0.10194183605180629,1.535101948458705,1.3122730243581646,-1.8542075131136846,1.0
1.0,0.0,0.0,-2.1091919924900377,2.0115097393264922,-2.3281808951284875,-2.4120155968526253,1.0
0.0,1.0,0.0,-2.317950339896983,2.837623372186467,1.9774647507058116,-0.8510875098112578,1.0
1.0,0.0,0.0,-4.903438247901702,1.1171534693831406,0.5159866138149996,3.7391354213257566,1.0
1.0,0.0,0.0,-0.8233608624486906,1.1522400882875388,1.4876082987977686,-3.2522772410470706,1.0
1.0,0.0,0.0,-2.1299482856266576,2.2976587706604863,-2.2031042279281356,1.9372267792247948,1.0
1.0,0.0,0.0,-3.132533230610842,-0.0414924657095086,-0.030379123954654474,-0.49823917474622803,1.0
0.0,0.0,1.0,-3.911630267677566,1.0107515378250207,3.7608317410894294,-2.8436338388082625,1.0
0.0,1.0,0.0,-0.032440693561443856,3.065110168520595,0.5926891512368568,-3.5591851314266227,1.0
0.0,1.0,0.0,-1.892716888397513,3.4242830544995613,3.9086431168879603,0.8719768906654082,1.0
1.0,0.0,0.0,-4.094920878444656,3.681298598401189,-2.6244989629178264,-3.6682271280098515,1.0
1.0,0.0,0.0,-0.7145724859348495,1.187336288413801,-2.6816546246346977,0.9078061290454142,1.0
1.0,0.0,0.0,-1.7466964263177784,2.2414118005000954,-1.0358429399881084,-0.650592455794051,1.0
0.0,0.0,1.0,0.6891077832294998,1.5941154276176026,-2.3886003385304297,2.5774289317843726,1.0
1.0,0.0,0.0,-3.288289718923595,1.91293092437092,0.9407208303027712,-2.5233464830594654,1.0
0.0,1.0,0.0,-1.2591431876294856,1.0816265159065699,-3.80288672644404,-2.851583204420077,1.0
1.0,0.0,0.0,-4.267608395433786,1.7489734510417994,2.697044736927694,-1.4320852530701638,1.0
1.0,0.0,0.0,-1.784369243719761,2.9730762871349685,-1.791865139500029,-1.5682476975006203,1.0
1.0,0.0,0.0,1.420454195612399,0.8415681036377318,-1.8995148051189208,0.8232935347189239,1.0
0.0,1.0,0.0,0.6133707514818805,2.089134936375809,-0.9314135507573544,-0.6344282723969519,1.0
1.0,0.0,0.0,-2.4434014927571375,1.9459104822926292,-3.1400820344055163,1.6774651064748856,1.0
0.0,0.0,1.0,-2.9738473777088683,3.1127087521837464,-3.7041064904022454,3.918287039408699,1.0
0.0,1.0,0.0,-1.5544340976736457,1.6526820768998118,-2.2202874854785524,-2.8080964974074796,1.0
1.0,0.0,0.0,-2.476035869785136,2.958658980969664,0.5705212955994767,1.3110389011137258,1.0
1.0,0.0,0.0,-0.07636211403726256,2.047097812267239,-3.0892907266761664,-2.0961450897532394,1.0
0.0,0.0,1.0,-3.7435644331355524,2.0109999699703445,-1.7864357657961367,2.388552602523019,1.0
1.0,0.0,0.0,-3.9277428502975367,1.7831665276731115,-0.998752223493697,0.6747368550972777,1.0
0.0,0.0,1.0,-2.2107821848187594,1.3686059663180403,-3.342722264160675,-1.1963250355434178,1.0
1.0,0.0,0.0,-0.3384584788014078,3.249776297950091,-3.1500188311000743,-1.1670787646074166,1.0
1.0,0.0,0.0,1.0001807377393575,2.5477128427352955,0.2630890933310912,-3.2273356615688833,1.0
1.0,0.0,0.0,-0.9615767263845962,2.0073894430471286,1.8229580713926836,3.3066124045882725,1.0
1.0,0.0,0.0,-2.624516412661351,1.8267717184818177,3.666854111860671,3.7653215423242914,1.0
1.0,0.0,0.0,-2.631130310723417,2.766266760120498,-2.542121030910643,2.278671217082807,1.0
1.0,0.0,0.0,-1.481783928889489,1.9444883225412068,2.852887750880339,3.1280063045397695,1.0
1.0,0.0,0.0,-2.286144889518935,3.1461122276966482,-2.5064198341219344,-3.4773869334920295,1.0
1.0,0.0,0.0,-3.165668630680899,1.7521104912283103,1.3029839617776524,-2.517846860330497,1.0
1.0,0.0,0.0,-3.0404060870384235,2.9395717069535583,3.616211152051541,0.8347485890006325,1.0
0.0,1.0,0.0,-2.7866337617207337,2.818999631985028,1.0744245683528728,-0.24184620297979365,1.0
1.0,0.0,0.0,-2.0425140126701726,2.1897259790799346,2.7994860056202464,-1.6573533881025382,1.0
1.0,0.0,0.0,-3.284259073699418,-1.6137793574134842,-2.4574555389677064,-2.11344556797963,1.0
0.0,1.0,0.0,-0.2627418208386243,2.6070403103542814,-0.4150859920782217,0.3917505013481337,1.0
1.0,0.0,0.0,0.8924588386559535,1.7188863866124917,2.978941620771936,3.697255482795252,1.0
1.0,0.0,0.0,-3.7235636139218444,3.841393475505174,-1.0882640218294624,-3.994835094427221,1.0
1.0,0.0,0.0,-3.279125188164813,0.36247740062204503,1.458238905412193,-1.1339381950154603,1.0
1.0,0.0,0.0,-2.8520258463652284,3.524986151572163,-0.43922520472129545,1.378799118746202,1.0
1.0,0.0,0.0,-2.7839519001549724,3.2531253183934496,3.1721895941947027,-0.7802587302217159,1.0
0.0,1.0,0.0,-3.98223836109032,2.4642889027700816,0.9272575538225825,1.7688796543640821,1.0
1.0,0.0,0.0,-3.171258413446518,-0.6298519136053429,-1.5085469135136664,0.8811652612966308,1.0
1.0,0.0,0.0,-1.6981387466092421,1.6980133771156574,-1.5376303501275892,-3.9269475351387877,1.0
0.0,1.0,0.0,-4.0347561242992676,-0.44900327145174046,-0.8115829078433299,1.9597218731261226,1.0
1.0,0.0,0.0,-1.490255158337388,2.544728192880004,-3.742156465160112,1.4094278168906795,1.0
1.0,0.0,0.0,-0.7472042968577532,1.2670866961760372,3.021455587528564,0.49849484531497534,1.0
0.0,0.0,1.0,-1.7695740459627607,2.949405924969319,3.9869197631271778,1.5851232557011823,1.0
0.0,1.0,0.0,-1.8117095001335377,2.0925177750924124,3.2692201919478094,-1.9656218338705846,1.0
1.0,0.0,0.0,1.2106243246661759,0.30430262333113856,0.29937873835395745,0.22113171780373708,1.0
0.0,0.0,1.0,-1.1101062386495855,2.4658590946830903,1.9027869068494434,1.3025514530330353,1.0
1.0,0.0,0.0,-2.967297148578571,2.1134577683938707,-1.2776658213505971,1.9882371692040728,1.0
0.0,0.0,1.0,-1.0352774418661819,1.5268355716508024,1.683659835699589,-3.6174913652805634,1.0
1.0,0.0,0.0,-0.2114583536684307,2.7191139867278116,-2.3674407138641795,-2.6144240941019747,1.0
0.0,1.0,0.0,-1.855599657507257,2.7565215859330916,-3.491509855174053,2.9347810744059633,1.0
1.0,0.0,0.0,-1.541436609985408,1.9011135533026005,1.1194513607411176,3.7093447095764827,1.0
1.0,0.0,0.0,0.022727341162914527,3.3713308709812884,-0.9140960941754699,-0.7236414736075645,1.0
0.0,1.0,0.0,-4.059656358741653,4.189985157474576,-0.9039684235496974,3.895090960172153,1.0
1.0,0.0,0.0,-0.8738587113776222,0.9454944818355464,0.1434120636955898,1.500458205990447,1.0
1.0,0.0,0.0,-1.110665124888408,1.862006464109049,-0.1324178023015401,2.2651836058035473,1.0
1.0,0.0,0.0,-3.3798263750943836,2.2017840526169086,-3.3824785402471047,0.13837180936231963,1.0
1.0,0.0,0.0,-2.5613720788096113,1.8298472007318776,0.022992009887908615,-2.17996818776807,1.0
1.0,0.0,0.0,-2.368503044118691,0.7277009445316909,3.4591885889596234,-2.357108788024017,1.0
0.0,1.0,0.0,-2.2368970406470017,1.1112581161975508,-3.6565314339871122,2.8914923915728714,1.0
1.0,0.0,0.0,-2.3120605339929257,1.1596528447371937,-3.503098727360002,-3.907359977248703,1.0
1.0,0.0,0.0,-2.0868584451408814,1.6815227081542394,3.4576314810479962,-1.740617873700268,1.0
0.0,0.0,1.0,-1.742250644062065,0.15390960611550208,1.3111151677382162,-2.587484266154127,1.0
0.0,0.0,1.0,-0.959029884908442,2.2265830983842854,0.8183871586085392,2.8798257365676836,1.0
1.0,0.0,0.0,0.5805946291234627,1.1090382976849598,3.4331081454453427,2.9945829340126053,1.0
1.0,0.0,0.0,-3.3764721041927377,2.592672026843704,3.599909034821559,2.7166567796657164,1.0
1.0,0.0,0.0,0.09627406567410013,0.3126798931911279,-2.650018645704842,-3.132794436793554,1.0
1.0,0.0,0.0,-0.9356609418289896,3.708195214913788,-3.6164759628752456,0.4545007803348877,1.0
1.0,0.0,0.0,-0.8883903739310124,1.2515986305579156,0.6792336780451746,1.1959206314863007,1.0
1.0,0.0,0.0,-2.604547795348811,2.560004321676675,-1.6425391254506465,1.657598229973229,1.0
1.0,0.0,0.0,-1.9434992586610917,2.7217624472366464,0.2453595770177932,-1.2000526075247882,1.0
1.0,0.0,0.0,-3.1712909806756073,1.7514051599074232,-0.05175781578855254,3.683778025666988,1.0
0.0,0.0,1.0,-4.108090741863366,-0.09015630968034927,-3.5409384084563236,-0.06084261186295947,1.0
1.0,0.0,0.0,-1.6078761346543424,1.7720429818727967,1.1891057915840921,-3.8364564748521994,1.0
1.0,0.0,0.0,0.5716107240484418,2.8048492267339933,-3.163485913285646,-0.48539164657329614,1.0
1.0,0.0,0.0,-4.340621145734549,2.343143199190053,1.3353583003039748,1.5836815120812604,1.0
1.0,0.0,0.0,-2.327291795692499,2.368521457976233,2.2843712588181093,1.342221157180635,1.0
1.0,0.0,0.0,-2.035367610394551,1.595762226753508,2.2930611849033893,0.9853186282436326,1.0
1.0,0.0,0.0,-2.7285742408087024,1.5870633348013339,3.2385238532704443,-3.0102119607580073,1.0
1.0,0.0,0.0,-1.8382646288846394,1.3594608242253035,-1.1419021355951635,-2.521809413893979,1.0
1.0,0.0,0.0,-1.6181731066282,0.2978985449589717,2.3036927215343272,2.7523742464556955,1.0
0.0,1.0,0.0,1.1545019268746932,1.7222138725068261,0.1872199121493825,3.3637199569126066,1.0
1.0,0.0,0.0,-1.3599690128313537,-0.16139140264214413,0.12621558148958467,1.7310197785156678,1.0
1.0,0.0,0.0,0.4003318038437138,1.607375773613883,-2.2701667528713427,-1.2708389080810392,1.0
1.0,0.0,0.0,-2.042296378232531,2.1981092095359234,2.0081513596903067,3.9559746120606265,1.0
1.0,0.0,0.0,-5.175843337996628,2.8683873214120332,1.4865824419901958,1.4800399212163358,1.0
0.0,1.0,0.0,-1.6774921930379225,1.2161245425040916,-0.5998711416878821,2.8558724545615073,1.0
1.0,0.0,0.0,-4.2596056573521714,1.905318957985844,3.2708343658575147,3.290729214896521,1.0
0.0,0.0,1.0,-3.3870082721436505,1.2544448443941767,-3.25718466810543,-3.7299784593544443,1.0
0.0,1.0,0.0,-1.8765529411811779,0.056857403553554065,0.20217244192696882,1.1833913471300797,1.0
0.0,0.0,1.0,-1.262023068239098,1.7487215036106172,-3.203701495706098,-2.6866068575453683,1.0
0.0,0.0,1.0,-3.192494094686671,1.4925564781264362,0.3109201093186247,0.19553423681565807,1.0
0.0,0.0,1.0,-2.4156576750568517,2.572805297804873,2.3024490655589522,-3.810634575744305,1.0
1.0,0.0,0.0,-0.20591733482991548,3.292496606076093,2.952805318214356,3.49542656977734,1.0
0.0,0.0,1.0,-1.002062538782811,2.479886857182369,2.639964481680088,-3.7563035721955265,1.0
0.0,0.0,1.0,-1.5585891760750048,2.112768579001612,1.683957206187662,2.8059150870256326,1.0
0.0,1.0,0.0,-1.2666899913409715,0.4715899367002929,-3.027953569540214,0.7497370918493118,1.0
0.0,0.0,1.0,-2.26084389225944,1.056618739287769,-1.1031531264304988,1.995257428376859,1.0
0.0,0.0,1.0,-4.86461462703433,1.1671034863476732,0.8236289596304491,0.1505975916610538,1.0
0.0,1.0,0.0,-1.2437993819005553,3.468138794800885,-0.010773396187486739,1.3810932410336356,1.0
0.0,0.0,1.0,1.2972704720612112,3.3691794954279293,-3.0108887802264954,-0.6673048627297575,1.0
0.0,1.0,0.0,-1.3514124458785783,1.9699615112722437,2.9594954869541716,0.5302526008085051,1.0
