x1,x2,x3,x4,x5,x6
0.41546643,0.5316371,0.25411317,0.3611527,0.6581913,0.13660812
0.47646418,0.5047789,0.49078736,0.7305851,0.3083703,0.48326525
0.3854966,0.05169335,0.3939159,0.48218104,0.4906119,0.56577027
0.69521916,0.5032391,0.0,0.16910228,0.20899588,0.37393764
0.5884691,0.6459434,0.3994854,0.32390457,0.4454503,0.67107975
0.75619113,0.20004782,0.18215623,0.5716487,0.32200366,0.38411757
0.3075737,0.39760876,0.1701118,0.11669868,0.5462619,0.28388444
0.3491223,0.49536982,0.53385,0.33654365,0.42688447,0.5186339
0.41717014,0.4698297,0.6526762,0.6272058,0.63087535,0.22227955
0.29788774,0.47966012,0.6038182,0.1942862,0.3984365,0.5667563
0.79727113,0.44007614,0.5682182,0.48061666,0.5629294,0.59111315
0.4142646,0.3894539,0.44098383,0.16792533,0.6199573,0.7623752
0.37942916,0.486794,0.64928263,0.28578353,0.5705339,0.6580998
0.1222077,0.4046446,0.33098543,0.5064127,0.44645882,0.30882972
0.75574946,0.74295247,0.51565176,0.5994109,0.6054954,0.47565863
0.5916832,0.53272736,1.0,0.21777338,0.41288972,0.4773454
0.45874906,0.14559707,0.27698714,0.79873097,0.6771201,0.86441004
0.5516644,0.4413173,0.37087876,0.067516595,0.26150697,0.6195684
0.65659404,0.42090732,0.43423426,0.5596623,0.6848382,0.35141826
0.20917502,0.4440835,0.4360108,0.5195848,0.53663653,0.5638381
0.730008,0.5466695,0.46608663,0.52414143,0.22102225,0.62139803
0.53344744,0.5216048,0.31418926,0.6337301,0.68927866,0.58061904
0.94195056,0.5157332,0.3838514,0.6344454,0.5994495,0.07296738
0.39061913,0.40743876,0.29683012,0.36718225,0.40235797,0.26512867
0.2497876,0.8679113,0.35215056,0.4448922,0.9189299,0.8033345
0.874432,0.7407733,0.4765669,0.44595936,0.16531664,0.31262589
0.395833,0.39627287,0.22051826,0.4463241,0.72078633,0.5908383
0.44833562,0.3928837,0.413557,0.60642004,0.53660524,0.24384937
0.9049512,0.62430155,0.64201987,0.47005016,0.76214504,0.45409876
0.0,0.31029946,0.52923405,0.46044472,0.3104521,0.6244333
0.69137704,0.5867911,0.28332952,0.50198185,0.61977065,0.2441746
0.2594449,0.21411249,0.34519532,0.9578321,0.53081757,0.40161788
0.6145654,0.4754285,0.26086757,0.39095312,0.5640311,0.37285298
0.749151,0.58804774,0.24030495,0.2734798,0.8993722,0.19658738
0.2847348,0.39577517,0.58007765,0.6529891,0.35097095,0.47281802
0.2571777,0.34401727,0.6465483,0.6292455,0.52979285,0.0742988
0.43669486,0.6959246,0.4490558,0.77352583,0.48144013,0.5797629
0.5385481,0.45417836,0.49026638,0.5655757,0.64227206,0.5700357
0.43474793,0.5214219,0.14842278,0.34548926,0.3722224,0.45901355
0.77958655,0.6884451,0.6458857,0.2988528,0.3258851,0.32004607
0.35775673,0.8789504,0.4189405,0.55013484,0.38863093,0.58064044
0.67465156,0.28910196,0.49556735,0.2715755,0.5129728,0.43230256
0.7269532,0.24857715,0.12608528,0.01654479,0.4406306,0.15198317
0.5869785,0.5889915,0.5456303,0.53075784,0.34086323,0.6319206
0.62809014,0.502437,0.47579592,0.50201625,0.63159466,0.586354
0.1844768,0.2041179,0.6400075,0.522596,0.62150383,0.5872525
0.23082769,0.4647256,0.4932076,0.5927736,0.5028137,0.31622815
0.5748946,0.4720198,0.5342952,0.70317787,0.22953886,0.361476
0.7680088,0.64345217,0.505648,0.25374103,0.309022,0.39510888
0.25599957,0.28427765,0.16831481,0.08257368,0.37848753,0.6067796
0.68449223,0.29597434,0.5523009,0.7132262,0.452888,0.37502903
0.035505623,0.45378274,0.48734972,0.43802974,0.5031466,0.21192539
0.052648693,0.14397517,0.5072988,0.6228486,0.53758836,0.5440918
0.72452796,0.42678574,0.6855683,0.34843212,0.8083127,0.24058157
0.1842786,0.4991084,0.41618425,0.5641216,0.47258204,0.39229655
0.34481496,0.22569084,0.040979624,1.0,0.86893415,0.45836204
0.71753395,0.37379366,0.3425243,0.5576163,0.5999506,0.3917176
0.24798498,0.3569487,0.47529992,0.6770907,0.17540637,0.60549843
0.65697515,0.53340036,0.4127754,0.75372136,0.5760038,0.41300344
0.12988871,0.43091103,0.37941602,0.30743116,0.24065873,0.4913234
0.21277282,0.5607771,0.6818256,0.05022666,0.2331031,0.080994785
0.34301376,0.35588843,0.2227737,0.75252813,0.5756377,0.5071529
0.5312476,0.42022365,0.41243455,0.569508,0.39314902,0.7347857
0.37689537,0.5664795,0.53240126,0.3875171,0.18017444,0.41860977
0.703509,0.45228103,0.93360496,0.43703982,0.20048857,0.34805903
0.717558,0.5501734,0.32330126,0.5921631,0.35124874,0.73015296
0.15121797,0.89562356,0.26933146,0.5521414,0.7175852,0.5646144
0.6290296,0.39540622,0.17463067,0.59745675,0.29800248,0.67291784
0.6967592,0.4084422,0.6655701,0.48002535,0.511595,0.46499747
0.5343366,0.38344154,0.34546378,0.61815274,0.58446616,0.30680525
0.61544913,0.3609251,0.58710384,0.35672215,0.47601622,0.54827386
0.13692817,0.20299709,0.49973646,0.5455481,0.61310387,0.3535766
0.33639285,0.40026334,0.57239234,0.40734386,0.026952416,0.62591076
0.40387768,0.021959633,0.50365937,0.6964899,0.56322026,0.575012
0.4311519,0.24235693,0.82433605,0.6035827,0.62923837,0.4326794
0.36341602,0.3515944,0.37847757,0.20672077,0.43754923,0.4549047
0.30939957,0.28445798,0.15433586,0.33201635,0.6403531,0.47741836
0.5163942,0.698877,0.2675373,0.402972,0.06597021,0.17560965
0.83755803,0.28434235,0.32317305,0.4472116,0.40846696,0.6775605
0.17382213,0.43430206,0.45126155,0.8257795,0.4547179,0.5377077
0.6754694,0.44914162,0.2188099,0.46750045,0.5967664,0.3749435
0.2931275,0.4225564,0.3716739,0.37655985,0.70870364,0.29473317
0.26398855,0.25708842,0.49753988,0.43042383,0.40546784,0.46276298
0.2810231,0.46547726,0.72630835,0.28291076,0.57989955,0.05885595
0.4006372,0.62286985,0.22080928,0.623544,0.37624326,0.77077425
0.2521448,0.48391995,0.616594,0.6132948,0.48659882,0.3092448
0.5924909,0.5515003,0.45165932,0.5925195,0.39822862,0.67282116
0.52289784,0.5053406,0.6877262,0.5275501,0.6492751,0.48409685
0.37739912,0.399735,0.48425254,0.6348987,0.49551353,0.37818956
0.5932343,0.48734182,0.37949908,0.020089686,0.3498122,0.5547219
0.6136218,0.9335184,0.50516963,0.96710074,0.5925552,0.23831156
0.13643578,0.0,0.8535689,0.142701,0.82811725,0.54248446
0.52055347,0.44872177,0.6237003,0.4779154,0.6563734,0.579426
0.5249,0.5365164,0.22307858,0.486488,0.5270407,0.2693685
0.5135143,0.72872466,0.2057392,0.5653682,0.45706505,0.3162582
0.4919987,0.30471742,0.49834955,0.67712986,0.40656972,0.50798863
0.19597125,0.7735685,0.47105306,0.42773098,0.32874566,0.4431314
0.48357522,0.2090112,0.32175827,0.5678819,0.29873535,0.18371359
0.3493193,0.39653215,0.5069752,0.20695171,0.46023145,0.55681574
0.574778,0.36073047,0.45653024,0.622368,0.8438741,0.5793391
0.35857004,0.5216907,0.47978714,0.055283427,0.6950856,0.71861637
0.5554232,0.60530114,0.17405334,0.4353568,0.43693745,0.63065416
1.0,0.42201015,0.40705055,0.6870642,0.6728636,0.5951866
0.6308503,0.4002918,0.5796181,0.57143307,0.5564964,0.40336582
0.84406245,0.20896077,0.39260006,0.66994613,0.5471881,0.43693215
0.32060122,0.47703436,0.75609237,0.3509879,0.47229984,0.28116703
0.555164,0.3621858,0.6138221,0.9573233,0.30014086,0.36865872
0.71515787,0.45437163,0.28211895,0.1272879,0.25523543,0.101180196
0.50971174,0.2824225,0.44163764,0.68835753,0.53489536,0.37248552
0.36830378,0.26908475,0.55061513,0.61428505,0.35026747,1.0
0.37574735,0.6238672,0.44864118,0.7479032,0.5523313,0.28889847
0.72928315,0.28541827,0.6628622,0.4352875,0.50907725,0.7301623
0.9394636,0.5491852,0.5032108,0.26031315,0.6835503,0.32980117
0.48764002,0.3690073,0.44590205,0.88006556,0.79867697,0.6121207
0.73778796,0.67016023,0.61049336,0.07457417,0.6808704,0.310704
0.28649914,0.44543633,0.22818866,0.6098158,0.5227919,0.57005817
0.37558597,0.25207436,0.56717896,0.5568914,0.55814314,0.15216297
0.48929155,0.4826308,0.40016714,0.32849365,0.30811858,0.96422
0.12511122,0.7158283,0.44344887,0.34175545,0.3564092,0.8633033
0.3681717,0.5791565,0.537327,0.008450359,0.59902155,0.44540912
0.4794051,0.62751365,0.3211062,0.37289006,0.65153664,0.22266322
0.48099646,0.25016797,0.6076248,0.64005065,0.4491034,0.32673156
0.49143502,0.52433634,0.32341903,0.29949498,0.39284137,0.4187336
0.6628321,0.39487386,0.6398365,0.6630283,0.5065501,0.302581
0.29314163,0.5408186,0.566387,0.50206506,0.72023153,0.32575905
0.2288504,0.38443765,0.3096106,0.36952376,0.45707604,0.08065301
0.33771163,0.37765762,0.15584603,0.6992125,0.65137005,0.021141052
0.29417193,0.4082665,0.29686388,0.55929077,0.4183372,0.65842015
0.51653236,0.4315502,0.59815335,0.47142994,0.25707608,0.28540263
0.6577668,0.6479459,0.5639035,0.38141894,0.33943844,0.39386293
0.19494238,0.33111948,0.73207676,0.1493192,0.25496274,0.38714904
0.5822663,0.65188575,0.2354931,0.5264669,0.34354925,0.64540803
0.41234335,0.44334182,0.23449844,0.592603,0.6703666,0.36757505
0.36545628,0.6525907,0.20399138,0.5117087,0.46245432,0.553334
0.4339694,0.72597575,0.60166854,0.60744274,0.64883137,0.7127482
0.17962897,0.5251209,0.7197695,0.30428678,0.3756786,0.45962405
0.6104657,0.6154787,0.63594687,0.7759946,0.15217265,0.37368366
0.4919481,0.6294615,0.51120716,0.6945727,0.5687405,0.26597285
0.5962975,0.41608113,0.38538542,0.30492193,0.53834826,0.30506355
0.38948113,0.7056196,0.24256918,0.38945556,0.6133546,0.44903955
0.5655358,0.44350278,0.6334686,0.53888535,0.4931061,0.4485286
0.5714045,0.57243997,0.49580303,0.20772725,0.75988245,0.23223844
0.4811684,0.34987694,0.46065375,0.073818386,0.81075454,0.25505048
0.6142739,0.44491234,0.4083854,0.72880626,0.86935675,0.28125733
0.46828032,0.29643172,0.27858412,0.40487096,0.70730096,0.49065328
0.6573064,0.56375015,0.34737098,0.50522906,0.85183,0.6047796
0.19470048,0.31621233,0.44046566,0.7075052,0.3768898,0.18041575
0.68763244,0.42244986,0.13281697,0.27988875,0.7874344,0.50279814
0.7988068,0.61961496,0.58635616,0.40627882,0.43379447,0.37518904
0.5790381,0.73452526,0.730941,0.5443006,0.4502484,0.26105416
0.5456122,0.30635482,0.80791533,0.08231613,0.27185345,0.74833095
0.482175,0.1853526,0.66481197,0.23832446,0.70192987,0.84900296
0.58578515,0.24408275,0.53302735,0.6340952,0.3229568,0.4304133
0.60178006,0.68684256,0.4969929,0.5601767,0.6254368,0.2740913
0.37768713,0.5020678,0.6010474,0.5417601,0.28076077,0.668076
0.45779988,0.7730614,0.47748485,0.4866208,0.34730738,0.6150843
0.9259075,0.38945848,0.59513867,0.84185517,0.4418196,0.24659643
0.60757947,0.5106728,0.3614713,0.7621093,0.48550466,0.82505214
0.28413278,0.23890308,0.4636328,0.6488977,0.03288731,0.2527823
0.33971828,0.33744368,0.013353676,0.4960832,0.76014876,0.6029563
0.52056694,0.51436585,0.33131665,0.6829932,0.57880825,0.3305043
0.62746006,0.40204942,0.25919142,0.066719204,0.57323825,0.26505774
0.5539352,0.5972943,0.41126072,0.7717636,0.5170093,0.35513812
0.5964107,0.20977381,0.12595782,0.33218545,0.46162596,0.3310786
0.051032156,0.5179494,0.5780608,0.4170148,0.22372895,0.55274886
0.4316977,0.61310744,0.15306208,0.5027406,0.630542,0.44986746
0.54008573,0.26126608,0.3405591,0.49853382,0.092425555,0.5035732
0.37724513,0.35129255,0.5880285,0.5410924,0.35453913,0.934088
0.26213467,0.37218213,0.39092216,0.46785486,0.24848819,0.830324
0.069853485,0.37064067,0.74925864,0.2603123,0.20108873,0.28962687
0.47320765,0.26250577,0.6385015,0.6885097,0.8755342,0.6862508
0.77470356,0.24418515,0.4864252,0.26252064,0.6222922,0.0
0.19343746,0.28938448,0.6087666,0.07757154,0.42401004,0.5085567
0.58953273,0.4251058,0.2848022,0.7707311,0.94524425,0.36325446
0.23280418,0.32045883,0.123918414,0.353596,0.62949526,0.55317366
0.6875986,0.49319288,0.26149857,0.9904107,0.57083374,0.6158903
0.8112065,0.29715335,0.038377136,0.42130724,0.2767737,0.6489133
0.24355626,0.62165225,0.24021146,0.59110856,0.46025527,0.4539367
0.7924801,0.51311004,0.3601001,0.4093461,0.24373585,0.7244665
0.611882,0.72671,0.62163895,0.71058416,0.49798334,0.6052582
0.45849717,0.5215999,0.6162956,0.5502115,0.40877455,0.39650726
0.14065221,0.48608136,0.6481211,0.4387362,0.46363991,0.4293703
0.53084844,0.46244738,0.3623501,0.3680721,0.8593882,0.5220589
0.3998909,0.64888555,0.33859423,0.0,0.4400708,0.6633353
0.32913396,0.47179794,0.32718801,0.33873636,0.6769261,0.6632834
0.44358665,0.32043052,0.38420373,0.35460287,0.6122547,0.5293112
0.51441175,0.49130195,0.5360749,0.4554205,0.5603464,0.24866956
0.6569308,0.6047021,0.79987454,0.4898544,0.6664775,0.22189417
0.29955858,0.3573472,0.52984834,0.61443186,0.36882284,0.35071915
0.42214936,0.543208,0.25631177,0.3221906,0.6978661,0.44570437
0.46627963,0.7794502,0.6468709,0.57747084,0.34589696,0.9093474
0.3166996,0.76258385,0.1298151,0.61660707,0.46336728,0.22469875
0.40064585,0.3459354,0.35083312,0.23461896,0.8232553,0.555877
0.35552317,0.7484046,0.558136,0.5769948,0.5531289,0.55155855
